,question,model_answer,true_answer
47851,antigua and barbuda is part of fiji islands,No,No
47852,buying has a subevent of smart about,Yes,Yes
47853,humans is capable of excrete,Yes,Yes
47854,guitar is usually used for putting poster up,No,No
47855,staying healthy usually causes sneeze,No,No
47856,belief in god has a prerequisite of stepping off curb,No,No
47857,judges is capable of spread ideas,No,No
47858,boxes is usually located at garage,Yes,Yes
47859,buying has a subevent of use calculator,No,No
47860,acne medication is usually used for riding horses,No,No
47861,note is usually used for learning from other cultures,No,No
47862,taking pictures has a subevent of catching taxi,No,No
47863,number is usually located at statistic,Yes,Yes
47864,going to store has a subevent of strumming strings,No,No
47865,dirt is usually located at cabinet,No,No
47866,words is usually located at book,Yes,Yes
47867,go to bed has a last subevent of celebrate,No,No
47868,view video has a subevent of chew,No,No
47869,maintain good health has a prerequisite of go to doctor,No,No
47870,minute is part of christmas,No,No
47871,person is capable of water plants,Yes,Yes
47872,bridge is capable of bridge ravine,Yes,Yes
47873,have friends over has a first subevent of say hello,No,No
47874,take phone call has a subevent of pulling off road,No,No
47875,sink usually recieves an action of made from flour,No,No
47876,paying by check has a prerequisite of money in bank,Yes,Yes
47877,bellingham is part of old testament,No,No
47878,tobago is part of austral,No,No
47879,golan heights is part of atlantic,No,No
47880,having rest has a subevent of stretching,Yes,Yes
47881,decameter is part of dynamo,No,No
47882,homeschool is usually located at home,Yes,Yes
47883,panama city is part of panama,Yes,Yes
47884,hydroplane entails glide,Yes,Yes
47885,nizhnyi novgorod is part of texas,No,No
47886,sugar is the opposite of noninhibitive,No,No
47887,children is capable of question theories,No,No
47888,metaphase is part of australia,No,No
47889,news usually recieves an action of made out of yarn,No,No
47890,watch tv has a prerequisite of have tv,Yes,Yes
47891,kosher deli is usually located at jerusalem,Yes,Yes
47892,copulating is usually used for health,No,No
47893,taking oath has a subevent of stopping at red light,No,No
47894,european russia is part of russia,Yes,Yes
47895,index is part of back matter,Yes,Yes
47896,exhaustion causes desire of examine thing,No,No
47897,executioner is capable of hang criminal,Yes,Yes
47898,dead soldiers is usually located at tree,No,No
47899,find information has a prerequisite of meet new people,No,No
47900,box is usually used for going through,No,No
47901,nairobi is part of kenya,Yes,Yes
47902,aconcagua is part of andes,Yes,Yes
47903,attending meeting is usually used for standing on,No,No
47904,machinery is usually used for flirting,No,No
47905,carpet is usually located at desk,Yes,Yes
47906,look through telescope is motivated by a goal of love,No,No
47907,patriot's day is part of licorice,No,No
47908,esther is part of early warning system,No,No
47909,springfield is part of watch,No,No
47910,sensitive is the opposite of insensitive,Yes,Yes
47911,human is usually located at theater,Yes,Yes
47912,see artifacts is motivated by a goal of laugh at cartoon,No,No
47913,thumbhole is part of minor premise,No,No
47914,scoring homer usually causes injury,No,No
47915,bus schedule is usually located at apartment complex,No,No
47916,tracheid is part of xylem,Yes,Yes
47917,shop has a subevent of clench fist,No,No
47918,intercapitular vein is part of foot,Yes,Yes
47919,programmer is capable of write ai,Yes,Yes
47920,wrapping paper causes desire of open gift,Yes,Yes
47921,martinmas is part of november,Yes,Yes
47922,empty bladder has a subevent of more love,No,No
47923,athos is part of zodiac,No,No
47924,drunkards is usually located at bar,Yes,Yes
47925,baptist denomination is part of baptist church,Yes,Yes
47926,blacksburg is part of connecticut,No,No
47927,cali is part of iraq,No,No
47928,canadian falls is part of ontario,Yes,Yes
47929,meuse is part of belgium,Yes,Yes
47930,volta is part of mescal,No,No
47931,strand is part of australia,No,No
47932,catch mumps has a prerequisite of find with mumps,Yes,Yes
47933,have rest is motivated by a goal of help from god,No,No
47934,rooms is usually located at apartment,Yes,Yes
47935,tickle has a prerequisite of talk to,No,No
47936,person is capable of board ship,Yes,Yes
47937,implosion is the opposite of sociable,No,No
47938,passing course usually causes being entertained,No,No
47939,have lunch has a first subevent of create alogrithm,No,No
47940,bullet is usually used for shooting,Yes,Yes
47941,silk gland is part of animal,No,No
47942,luxor is part of voltaic cell,No,No
47943,spit is usually located at mouth,Yes,Yes
47944,puzzle is usually used for enjoying,Yes,Yes
47945,nucleoside reverse transcriptase inhibitor is part of drug cocktail,Yes,Yes
47946,losing weight has a prerequisite of dedication,No,No
47947,people is usually located at bus stop,Yes,Yes
47948,grape is usually located at bus,No,No
47949,leon is part of mexico,Yes,Yes
47950,transit ticket is usually located at bus stop,Yes,Yes
47951,ride bike has a prerequisite of own bike,Yes,Yes
47952,asmara is part of india,No,No
47953,istanbul is part of atom,No,No
47954,college is usually used for learning,Yes,Yes
47955,ejaculatory duct is part of seminal duct,Yes,Yes
47956,improving image is usually used for getting better job,Yes,Yes
47957,horses has seeds inside,No,No
47958,brain is part of human body,Yes,Yes
47959,coal has a prerequisite of air to burn,Yes,Yes
47960,reading has a prerequisite of book,Yes,Yes
47961,fuel system is part of motor vehicle,Yes,Yes
47962,give gift is motivated by a goal of loved,Yes,Yes
47963,face is part of animal,Yes,Yes
47964,bicycle storage area is usually used for protecting bicycle,Yes,Yes
47965,national highway is usually located at united states,Yes,Yes
47966,relaxing has a subevent of make hole,No,No
47967,prepare for vote has a prerequisite of study candidates,Yes,Yes
47968,kill man is motivated by a goal of earn money,No,No
47969,nozzle is part of cell,No,No
47970,design software has a prerequisite of learn programming language,Yes,Yes
47971,cafeteria is usually located at good garden soil,No,No
47972,trade entails sell,Yes,Yes
47973,salt is usually used for carry water,No,No
47974,building is usually used for shooting bullets,No,No
47975,mouthwash is usually used for obstructing justice,No,No
47976,person is capable of wonder about things,No,No
47977,vintner is usually located at vineyard,Yes,Yes
47978,meteor is usually located at space,Yes,Yes
47979,thanking usually causes dieing,No,No
47980,children is capable of watch television,Yes,Yes
47981,pub is usually used for competition,No,No
47982,joint is part of skeleton,Yes,Yes
47983,people jogging is usually located at plane,No,No
47984,go outside for evening has a prerequisite of go to barber,No,No
47985,finger is capable of point,Yes,Yes
47986,fancy wall calendars is usually located at bookstore,Yes,Yes
47987,relax has a prerequisite of stop worrying,Yes,Yes
47988,paper is capable of burn,Yes,Yes
47989,see art has a prerequisite of turn on,No,No
47990,loose shingles is usually located at roof,Yes,Yes
47991,silence causes desire of listen to radio,Yes,Yes
47992,howling with laughter has a subevent of falling asleep,No,No
47993,wash hands has a prerequisite of computer with internet access,No,No
47994,georgia is part of barrel,No,No
47995,get clean is motivated by a goal of compensation for efforts,No,No
47996,seeing new usually causes relaxation,No,No
47997,iron age is part of prehistory,Yes,Yes
47998,mississippi is part of gulf states,Yes,Yes
47999,paint has a prerequisite of use brush,Yes,Yes
48000,matterhorn is part of gulf states,No,No
48001,read magazine has a prerequisite of buy magazine,Yes,Yes
48002,ultraviolet spectrum is part of common thyme,No,No
48003,get warm has a prerequisite of update resume,No,No
48004,hypercapnia is part of morse,No,No
48005,little sioux river is part of minnesota,Yes,Yes
48006,camper is capable of get interesting,No,No
48007,radiator hose is part of cooling system,Yes,Yes
48008,go for run has a subevent of count,No,No
48009,jumping out of window has a subevent of cheering crowds,No,No
48010,mother is the opposite of downstream,No,No
48011,remembering is usually used for fun,No,No
48012,bilge keel is part of mexico,No,No
48013,necklace is usually used for decoration,Yes,Yes
48014,skiing has a subevent of accident,Yes,Yes
48015,cook meal has a last subevent of serve,Yes,Yes
48016,meteor is usually located at universe,Yes,Yes
48017,cars has engine,Yes,Yes
48018,window is part of joke,No,No
48019,go off strike has a subevent of celebrate,No,No
48020,waiting tables has a subevent of earn money,Yes,Yes
48021,get warm is motivated by a goal of comfortable,Yes,Yes
48022,socialize has a prerequisite of broom,No,No
48023,teaching other people has a subevent of learning about yourself,Yes,Yes
48024,soccer field is usually located at town,Yes,Yes
48025,trash container is usually located at germany,No,No
48026,car has kitchen,No,No
48027,penis is part of lead pencil,No,No
48028,suit is usually located at state,No,No
48029,elevator is usually located at lawn,No,No
48030,drive car has a subevent of having traffic accident,Yes,Yes
48031,people has favorite color,Yes,Yes
48032,oriental is the opposite of harmless,No,No
48033,caucasus is part of upper respiratory tract,No,No
48034,condition is part of scotland,No,No
48035,losing consciousness usually causes falling down,Yes,Yes
48036,victoria land is part of book of common prayer,No,No
48037,little missouri is part of south dakota,Yes,Yes
48038,opening gift usually causes happiness,Yes,Yes
48039,driving car usually causes imitate other character,No,No
48040,fourteenth amendment is part of united states constitution,Yes,Yes
48041,have conversation has a prerequisite of get vaccinated against disease,No,No
48042,institute civil action has a subevent of hire lawyer,Yes,Yes
48043,hairdresser chair is usually used for storing bicycles,No,No
48044,tuxedos is usually located at opera,Yes,Yes
48045,saddle is usually used for hold papers,No,No
48046,soleus is part of south america,No,No
48047,editorial is usually located at bed,No,No
48048,create has a subevent of nostalgia,No,No
48049,demerara is part of guyana,Yes,Yes
48050,entertaining has a prerequisite of browser,No,No
48051,pool is usually used for add moisture to air,No,Yes
48052,breathing is usually used for sleeping under,No,No
48053,ice usually recieves an action of found in freezer,Yes,Yes
48054,acid is capable of burn skin,Yes,Yes
48055,federal emergency management agency is part of homeland security,Yes,Yes
48056,horses is usually located at vase,No,No
48057,attending lecture has a subevent of take notes,Yes,Yes
48058,student is capable of complete assignment,Yes,Yes
48059,internet is usually used for have warm towels,No,No
48060,enjoy day is motivated by a goal of happy,Yes,Yes
48061,grow vegetables has a prerequisite of television set,No,No
48062,cash bill is usually located at war,No,No
48063,go to opera has a prerequisite of dress up,Yes,Yes
48064,utility case is usually located at garage,Yes,Yes
48065,thank has a prerequisite of visit doctor,No,No
48066,going into trance has a subevent of examining sinks,No,No
48067,buy for loved one has a prerequisite of travel,No,No
48068,all people has muscles,Yes,Yes
48069,conditioner is capable of read books,No,No
48070,haircutting scissors has a property of evil and wrong,No,No
48071,jars is usually located at cupboard,Yes,Yes
48072,watching television usually causes car becoming clean,No,No
48073,waiting for has a subevent of read book,Yes,Yes
