,questions,labels
39988,is windstorm outside,1
39989,can axe be considered a tool,1
39990,does limo have 2 doors?,1
39991,Is cage made of metal,1
39992,does gun make noise,1
39993,is tablet edible,0
39994,Does hose produce water?,1
39995,does boss control something else?,1
39996,is hitchhiker human,1
39997,Does rain provide services?,0
39998,find hammer in homedepot?,1
39999,Is oasis a mirage?,1
40000,is housetops a monument,0
40001,Does lambskin use electricity?,0
40002,does clarinetist exist on earth,1
40003,Is resuscitator used for work?,1
40004,does laptop connect to the internet/,1
40005,is stagecoach a professional,0
40006,is pendant jeweled?,1
40007,is road found in a house?,0
40008,is screwdriver a tool?,1
40009,is sewing a word that describes someone?,0
40010,is armor a person,0
40011,is matchmaker something you choose to be,1
40012,is alarmclock located indoors,1
40013,is lakefront smaller than a hand,0
40014,is blood a liquid?,1
40015,is vial made out of glass,1
40016,is model a living thing,1
40017,is email tangible?,0
40018,Is monocle round?,1
40019,Is donut a bread item,1
40020,is kabob meat?,1
40021,Is superbowl important?],1
40022,Does blimp have a pilot?,1
40023,is abolitionist a gender,0
40024,Is homebuilding an idea?,1
40025,Does dwarf relate to short people?,1
40026,is axe some kind of tool?,1
40027,Is carafe used to clean thing?,0
40028,is bag a appliance?,0
40029,is headdress alive,0
40030,Is drapery a type of pillow?,0
40031,Is paper tech related?,0
40032,is sweatpants a rare type of pants,0
40033,Is dome found in an office?,0
40034,Does bundle cost money?,1
40035,Is glycerol Big?,0
40036,is chiffon alive?,0
40037,is aluminum metal,1
40038,Is potpie an animal?,0
40039,Is soda soft?,0
40040,Is rainwater an emotion?,0
40041,Does finger light up?,0
40042,Is sugarcane in nature?,1
40043,is zoo fun,1
40044,Is funnel something in your home?,1
40045,is tap multiple colors?,0
40046,is yard a physical object? ,1
40047,Is paddle an object?,1
40048,can you buy sax in the store?,1
40049,Did icicle sing a song in the Ninja Turtles movie?,0
40050,does pace have to do with sports?,1
40051,Is notepad man made?,1
40052,is moonshine an activity?,0
40053,Is goblet manmade?,1
40054,Is boat bigger than a human?,1
40055,is brownie a dessert?,1
40056,is staffer a paid job,1
40057,Is blinker used for entertainment,0
40058,Is mob a human?,1
40059,is vitamins good for you,1
40060,is valium a job,0
40061,Is essay something for everyday use,0
40062,Is sweathouse used to build things?,0
40063,is postcard a vegetable? ,0
40064,Is soda alive?,0
40065,is chiffon related to art?,1
40066,Is tuxedo made of wood?,0
40067,is editor a profession?,1
40068,is kick an action,1
40069,is muslin part of a house,0
40070,Is cartoon sweet?,0
40071,is jacket a weapon,0
40072,Is orange black?,0
40073,Is can a cream?,0
40074,Does scan walk on 4 legs?,0
40075,Can restaurant be used for daily use?,1
40076,does coordinator breath,1
40077,is car bigger than an average size house?,0
40078,Is bridge made of wood,1
40079,Is forceps a physical object?,1
40080,Does jailbird involve family?,0
40081,is taco found outdoors?,1
40082,Is needles larger than a car?,0
40083,is trench a place,1
40084,is orthodontist a job?,1
40085,Is customer larger than a dog?,1
40086,is pant bigger than a person?,0
40087,is archduke an object,0
40088,IS bible living?,0
40089,Does dresser fit in your hand?,0
40090,Is mansion a place?,1
40091,is graves on the ground,1
40092,is cityscape big,1
40093,Is laundry clothing?,1
40094,Is hippo something you find in a home?,0
40095,Is animal propelled by a human?,0
40096,Is river a body of water,1
40097,Do people use papyrus at work?,0
40098,is lava hand-held able,0
40099,is sandwich found in nature,0
40100,is ambulance used as a weapon,0
40101,is coat a place?,0
40102,is breadboard a physical object? ,1
40103,is sidewalk a tool,0
40104,Is fjord man made?,0
40105,is oilcloth found inside?,1
40106,is fan smaller than a loaf of bread?,0
40107,Is bottle larger than a book?,1
40108,is snowmobile an occupation,0
40109,is intersection alive?,0
40110,Is stimulus made up of mostly metal?,0
40111,is friend a job profession?,0
40112,is freebee related to human organ,0
40113,is seat usually reserved for the elderly,1
40114,is welder useful?,1
40115,Is chair an occupation?,0
40116,is earthquake man made?,0
40117,is ammo a liquid,0
40118,is phrasebook circular,0
40119,is apple found in most homes,1
40120,is paris a destination something to visit,1
40121,Is road a hamburger?,0
40122,is graves in nature,1
40123,Is pine a tree?,1
40124,Is ladybird a planet?,0
40125,Is undercoating consumable?,0
40126,is hotdog expensive ?,0
40127,is hedge made of rock,0
40128,Do you keep jailbird in a cage?,1
40129,Is splinter something you just have?,0
40130,does bellhop involve dressing nicely? ,1
40131,Does toddler have a tail?,0
40132,is motorboat an automobile?,0
40133,Is pig seaweed?,0
40134,is lice a tree?,0
40135,is geranium a plant?,1
40136,Is swimmer alive?,1
40137,does infielder describe a profession?,1
40138,Can ball be thrown?,1
40139,Is nurse related to healthcare?,1
40140,is boatyard common in most cities,1
40141,is strait related to thinking?,0
40142,is backlog a liquid?,0
40143,is hourglass metal?,1
40144,Is oarsman a specific athlete?,1
40145,is apple an animal,0
40146,can measurer be an animal?,0
40147,is ribs a food,1
40148,Is sheet a planet?,0
40149,is hydrogen a gas? ,1
40150,Is prisoner a job?,0
40151,Would you find lazer in a home?,0
40152,Is enslaver red,0
40153,Is burrito a luxury?,0
40154,is stone cooked on a stove ?,0
40155,is eyes a type of plant?,0
40156,does rock have color?,1
40157,Is crossword alive?,0
40158,Is aesthetics an object?,0
40159,Is trex a carnivore?,1
40160,is drain a doll of some type?,0
40161,is terminal man mande?,1
40162,is doctor a job?,1
40163,Is bean a sprout?,1
40164,Is ribcage an arm?,0
40165,is lime a concept,0
40166,is clarinetist in the air,0
40167,Is cleaver edible,0
40168,Can i find arsonist at home?,0
40169,is tent bigger than a van?,1
40170,can adhesion be touched?,1
40171,is aftershave related to plumbing?,0
40172,Is scrubwoman a person?,1
40173,Does roadblock have wheels?,0
40174,is delivery a service?,1
40175,Is skateboard alive?,0
40176,Can streamer be held in one hand?,1
40177,is calzone a textile,0
40178,Is antennae colorful?,0
40179,Does programmer have a long tail?,0
40180,Can arches be made with plastic?,1
40181,does allowance have to do with finances,1
40182,is mommy batman?,0
40183,does home have a door,1
40184,Is group a place to visit for fun?,0
40185,Is river a food item for people,0
40186,is sign paper,1
40187,is tailpipe food,0
40188,is sketch fabric based?,0
40189,is mogul a group of people,0
40190,Is lifebuoy bigger than a basketball?,1
40191,is griddlecakes a physical object?,1
40192,is wood white?,0
40193,is globe consumable?,0
40194,is basketball sports related?,1
40195,Is airspace something you can actually touch?,0
40196,does trachea come from your nose,0
40197,does awl run on electricity,0
40198,Does car require fuel of some type?,1
40199,Is milk a drink?,1
40200,is iron a mineral,1
40201,Is mummy rope?,0
40202,is snowmobile related to time,0
40203,is pillow hard?,0
40204,Is hickey a physical object ,0
40205,Does flamethrower have fur?,0
40206,is hunter alive,1
40207,Is garter alive?,0
40208,Is surveyor a high paying job?,1
40209,is blacktop made from plastic?,0
40210,is cart a tool,1
40211,is picket man made?,1
40212,is policeman an animal,0
40213,Is suspenders a plant?,0
40214,is artist also a hobby? ,1
40215,Is bushman a type of person??,1
40216,Is toddler small child?,1
40217,Is memorandum naturally occurring?,0
40218,Is blackhead a concept,0
40219,is rank a place,0
40220,is donation related to charity?,1
40221,Is torchbearer a person?,1
40222,is drumstick an occupation,0
40223,Is alumni an object?,0
40224,is stirrup made up with metal,1
40225,Is bachelorette a human?,1
40226,is ringside living,0
40227,is gate bigger then a car?,1
40228,Is physicist a scientist,1
40229,Is  board made of metal?,0
40230,is antiques fun,1
40231,is revolver dangerous,1
40232,Is acorn a idea?,0
40233,Is morals ethics?,1
40234,Can you bring sideswipe home?,0
40235,do you use globe everyday,0
40236,is collage a thing,1
40237,is house man made,1
40238,Is lounge something you can touch,1
40239,is forefinger microscopic?,0
40240,Does thingamabob use electricity?,1
40241,would clove be in a garden,1
40242,is loot made of metal,1
40243,Is train something I can find in a normal home?,0
40244,Is kin a club?,0
40245,Is driver alive?,1
40246,Is boat a person?,0
40247,Is tape a household item?,1
40248,is nudist seen at night?,1
40249,Is wallboard made of metal?,1
40250,is bathhouse in a city,1
40251,is cryptograph a feeling?,0
40252,Is drain colorful?,0
40253,is cup plastic,1
40254,is shortbread candy,0
40255,Is bookshop a law firm?,0
40256,is bamboo crispy in texture?,1
40257,Is grass found all over?,1
40258,Is puzzle lightweight?,1
40259,Is waterbed something that is found outside?,0
40260,Is departure theatrical in nature,0
40261,does obstetrician involve entertainment,0
40262,is stirrup used at kitchen,0
40263,can you hold millet in your hand?,1
40264,is nuke man made?,1
40265,is cereal made or something?,1
40266,Is stone a rock?,1
40267,is cancer a mineral?,0
40268,is mudslinger related to childbearing,0
40269,is peace found more in africa,0
40270,Is lender a profession?,1
40271,can I take foodcart in my car?,0
40272,is bees alive?,1
40273,Is dress related to family?,0
40274,is road a part of a larger object,1
40275,Is slate hard?,1
40276,Is coverall powered/ run on elcectricity?,0
40277,is ghost real?,0
40278,Does stereo pertain to cars?,1
40279,Is home something I normally keep on the floor?,0
40280,is toothpick big,0
40281,Does subcontractor have a mouth?,1
40282,is girl human?,1
40283,is program a process,1
40284,does ocean have to do with water,1
40285,would you use carrot for technology,0
40286,is flame an object,0
40287,Is envelope a box?,0
40288,is lamp made of glass?,1
40289,Can you pick piece up with one hand?,1
40290,does balloonist walk on two legs?,1
40291,Is mortuary an object?,0
40292,Is road large,1
40293,Is quilter a tool?,0
40294,is processor alive?,0
40295,Is wallflower alive?,1
40296,is hatchery a physical object,1
40297,Is transistor related to the sun?,0
40298,Does bundle weight more than a cat?,1
40299,Is robbery a harmful action,1
40300,is ground alive?,0
40301,Is politician an animal?,0
40302,does magazine fit in your hand,1
40303,Is shilling alive?,0
40304,is vibrator man made?,1
40305,is invitation solid?,1
40306,You use dimple to work?,0
40307,Is wrecker found in a store?,0
40308,Is balcony a city?,0
40309,is slave a profession?,0
40310,Is squire a hobbyist?,0
40311,Is scenery a tree?,1
40312,does hoard come in different varieties,1
40313,Is diamond stone?,1
40314,Can racquetball be held with one hand?,1
40315,is throne for leisure?,0
40316,is honey human-made?,0
40317,Is kindergartner a single person?,1
40318,is mistletoe decorative ,1
40319,Is aorta a place?,0
40320,Is hiccup a bodily function?,1
40321,Can depositor be touched,1
40322,Can shovel be used to dig?,1
40323,Is sunflower a plant?,1
40324,Does alcohol have a color?,1
40325,Is timer something we can feel?,1
40326,Is rib solid?,1
40327,is strawberry a building?,0
40328,is bunghole an occupation?,0
40329,does fan make sound?,1
40330,Is sonnet made of metal,0
40331,is wound wooden?,0
40332,Is councilwoman in the education field?,0
40333,Is precipitation an animal?,0
40334,does hearing have 2 legs?,0
40335,Is sapphire alive?,0
40336,Is dad an object?,0
40337,does shampoo involve writing,0
40338,Is consumer used by children?,0
40339,is java an appliance?,0
40340,Is silk man made?,0
40341,Does cocoa split off a lot?,0
40342,can harpooner be erased?,0
40343,Is illustration cheap?,1
40344,Is deli normally found in a toolbox?,0
40345,is contender big ,1
40346,does judge relate to law,1
40347,Does engine run a car?,1
40348,is android an application,1
40349,is giblets human,0
40350, Is metalworker a herbivore? ,1
40351,Is clothing an appliance or utensil?,0
40352,Is chess found indoors?,1
40353,Does church think?,0
40354,"Is doctor a title, profession ?",1
40355,is gasoline used to power things,1
40356,Is compasses a commonly used tool?,1
40357,Does doctor imply a job title?,1
40358,Is margarita about the weather?,0
40359,Is younger a tool?,0
40360,is glasshouse manmade?,1
40361,Does shoe have to do with an activity,0
40362,is trainer a person?,1
40363,Does watch tell time?,1
40364,is trinket expensive?,1
40365,Can truck be driven,1
40366,Is privates a concept?,0
40367,Is gallery something you can talk about?,1
40368,Is smartphone natural?,0
40369,Is tube found on Earth?,1
40370,Is toilet made of brick,0
40371,Is ether alive?,0
40372,is sycamore made of rocks?,0
40373,is chimney alive?,0
40374,Is proctologist a occupation? ,1
40375,is bush man made?,0
40376,is dress gender specific?,1
40377,Can I buy sunscreen at any store?,1
40378,is toothpick expensive,0
40379,is toying edible,0
40380,Is seltzer worth more than 100 dollars,0
40381,is sterling something I would see in my house?,1
40382,is farmhouse a house?,1
40383,does dead stay inside?,1
40384,is mortar made of metal?,0
40385,Is gold a common object?,0
40386,Does notes involve a crowd?,0
