,questions,labels
49939,look through telescope has a prerequisite of buy stamp,No
49940,smoke has a prerequisite of money,No
49941,smoke has a prerequisite of money,No
49942,smoke has a prerequisite of money,No
49943,honiara is part of lempira,No
49944,smoke has a prerequisite of money,No
49945,smoke has a prerequisite of money,No
49946,smoke has a prerequisite of money,No
49947,cars has brain,No
49948,smoke has a prerequisite of money,No
49949,smoke has a prerequisite of money,No
49950,smoke has a prerequisite of money,No
49951,smoke has a prerequisite of money,No
49952,water usually recieves an action of broken,No
49953,smoke has a prerequisite of money,No
49954,praying has a subevent of assess positions,No
49955,smoke has a prerequisite of money,No
49956,smoke has a prerequisite of money,No
49957,mess is usually located at air,No
49958,smoke has a prerequisite of money,No
49959,soundstage is usually used for entering patio,No
49960,give assistance has a prerequisite of going outside,No
49961,smoke has a prerequisite of money,No
49962,canadian is part of funnel,No
49963,smoke has a prerequisite of money,No
49964,smoke has a prerequisite of money,No
49965,tounge is usually located at faces,No
49966,smoke has a prerequisite of money,No
49967,smoke has a prerequisite of money,No
49968,smoke has a prerequisite of money,No
49969,smoke has a prerequisite of money,No
49970,smoke has a prerequisite of money,No
49971,serving customers has a prerequisite of convicting,No
49972,mayonnaise is usually located at bathroom,No
49973,needing to go somewhere causes desire of take final exams,No
49974,smoke has a prerequisite of money,No
49975,person is capable of hold ring,No
49976,smoke has a prerequisite of money,No
49977,smoke has a prerequisite of money,No
49978,smoke has a prerequisite of money,No
49979,smoke has a prerequisite of money,No
49980,tickle has a last subevent of clap,No
49981,smoke has a prerequisite of money,No
49982,water plant is motivated by a goal of have studied,No
49983,smoke has a prerequisite of money,No
49984,smoke has a prerequisite of money,No
49985,smoke has a prerequisite of money,No
49986,build cathedral has a prerequisite of go to cashier,No
49987,smoke has a prerequisite of money,No
49988,smoke has a prerequisite of money,No
49989,smoke has a prerequisite of money,No
49990,smoke has a prerequisite of money,No
49991,smoke has a prerequisite of money,No
49992,swimming has a subevent of register business name,No
49993,smoke has a prerequisite of money,No
49994,light match has a prerequisite of go see doctor,No
49995,smoke has a prerequisite of money,No
49996,smoke has a prerequisite of money,No
49997,smoke has a prerequisite of money,No
49998,smoke has a prerequisite of money,No
49999,smoke has a prerequisite of money,No
50000,lose consciousness is motivated by a goal of travel tips,No
50001,smoke has a prerequisite of money,No
50002,smoke has a prerequisite of money,No
50003,smoke has a prerequisite of money,No
50004,smoke has a prerequisite of money,No
50005,smoke has a prerequisite of money,No
50006,telephone is part of bridge,No
50007,front room is usually used for being taught,No
50008,smoke has a prerequisite of money,No
50009,furnace is usually located at market,No
50010,cafe is usually located at homeless shelter,No
50011,battery is capable of rule country,No
50012,smoke has a prerequisite of money,No
50013,smoke has a prerequisite of money,No
50014,bus is capable of help child,No
50015,smoke has a prerequisite of money,No
50016,smoke has a prerequisite of money,No
50017,smoke has a prerequisite of money,No
50018,smoke has a prerequisite of money,No
50019,smoke has a prerequisite of money,No
50020,stop car has a prerequisite of work out,No
50021,smoke has a prerequisite of money,No
50022,smoke has a prerequisite of money,No
50023,play baseball has a subevent of understand more,No
50024,smoke has a prerequisite of money,No
50025,smoke has a prerequisite of money,No
50026,smoke has a prerequisite of money,No
50027,archean is part of potato,No
50028,wilson is part of texas,No
50029,smoke has a prerequisite of money,No
50030,smoke has a prerequisite of money,No
50031,smoke has a prerequisite of money,No
50032,smoke has a prerequisite of money,No
50033,ventilation system is usually located at internet,No
50034,smoke has a prerequisite of money,No
50035,grease is usually located at space shuttle,No
50036,smoke has a prerequisite of money,No
50037,smoke has a prerequisite of money,No
50038,jumping up and down is usually used for cooking food,No
50039,drive is usually used for identifying house,No
50040,smoke has a prerequisite of money,No
50041,program is usually located at ireland,No
50042,smoke has a prerequisite of money,No
50043,cars is capable of add two numbers,No
50044,smoke has a prerequisite of money,No
50045,voters is capable of make mistakes,No
50046,attending classical concert usually causes erection,No
50047,stage door is usually used for cross over,No
50048,smoke has a prerequisite of money,No
50049,smoke has a prerequisite of money,No
50050,empty bladder is motivated by a goal of avoid compromise,No
50051,smoke has a prerequisite of money,No
50052,doing housework usually causes getting work done,No
50053,smoke has a prerequisite of money,No
50054,vest is part of israel,No
50055,smoke has a prerequisite of money,No
50056,smoke has a prerequisite of money,No
50057,taking finals is usually used for making more money,No
50058,macula is part of england,No
50059,ii esdras is part of atlantic,No
50060,smoke has a prerequisite of money,No
50061,smoke has a prerequisite of money,No
50062,smoke has a prerequisite of money,No
50063,smoke has a prerequisite of money,No
50064,darling is part of los angeles,No
50065,smoke has a prerequisite of money,No
50066,chew food has a prerequisite of think,No
50067,surfing has a subevent of get pills,No
50068,sears tower is part of himalayas,No
50069,going to restaurant usually causes relaxed,No
50070,smoke has a prerequisite of money,No
50071,smoke has a prerequisite of money,No
50072,smoke has a prerequisite of money,No
50073,smoke has a prerequisite of money,No
50074,mailing letter is usually used for locating place,No
50075,smoke has a prerequisite of money,No
50076,smoke has a prerequisite of money,No
50077,smoke has a prerequisite of money,No
50078,smoke has a prerequisite of money,No
50079,wait tables has a prerequisite of recieve gift,No
50080,smoke has a prerequisite of money,No
50081,smoke has a prerequisite of money,No
50082,smoke has a prerequisite of money,No
50083,smoke has a prerequisite of money,No
50084,angostura bridge is part of alabama,No
50085,smoke has a prerequisite of money,No
50086,smoke has a prerequisite of money,No
50087,smoke has a prerequisite of money,No
50088,smoke has a prerequisite of money,No
50089,smoke has a prerequisite of money,No
50090,hearing testimony usually causes having children,No
50091,smoke has a prerequisite of money,No
50092,smoke has a prerequisite of money,No
50093,change society has a prerequisite of drive,No
50094,smoke has a prerequisite of money,No
50095,having epileptic fit has a subevent of use computer,No
50096,smoke has a prerequisite of money,No
50097,house has two feet,No
50098,snoopy is usually located at ground,No
50099,smoke has a prerequisite of money,No
50100,smoke has a prerequisite of money,No
50101,smoke has a prerequisite of money,No
50102,read magazine has a prerequisite of put water in container,No
50103,lubbock is part of mail,No
50104,smoke has a prerequisite of money,No
50105,smoke has a prerequisite of money,No
50106,smoke has a prerequisite of money,No
50107,smoke has a prerequisite of money,No
50108,having fun has a subevent of rest,No
50109,man hour is part of stock saddle,No
50110,smoke has a prerequisite of money,No
50111,smoke has a prerequisite of money,No
50112,maintain good health has a prerequisite of go to doctor,No
50113,being bored causes desire of clean room,No
50114,smoke has a prerequisite of money,No
50115,smoke has a prerequisite of money,No
50116,smoke has a prerequisite of money,No
50117,smoke has a prerequisite of money,No
50118,going to hairdresser usually causes cooling off,No
50119,smoke has a prerequisite of money,No
50120,smoke has a prerequisite of money,No
50121,smoke has a prerequisite of money,No
50122,smoke has a prerequisite of money,No
50123,smoke has a prerequisite of money,No
50124,smoke has a prerequisite of money,No
50125,smoke has a prerequisite of money,No
50126,zomba is part of scotland,No
50127,smoke has a prerequisite of money,No
50128,smoke has a prerequisite of money,No
50129,smoke has a prerequisite of money,No
50130,smoke has a prerequisite of money,No
50131,smoke has a prerequisite of money,No
50132,credit card is usually located at meeting,No
50133,get away with crime has a subevent of smoke,No
50134,balls has a property of very good for,No
50135,smoke has a prerequisite of money,No
50136,stands is usually located at large city,No
50137,smoke has a prerequisite of money,No
50138,smoke has a prerequisite of money,No
50139,noise is usually used for digging hole,No
50140,eating has a subevent of waking wife up,No
50141,foot is usually located at ocean,No
50142,smoke has a prerequisite of money,No
50143,smoke has a prerequisite of money,No
50144,smoke has a prerequisite of money,No
50145,smoke has a prerequisite of money,No
50146,smoke has a prerequisite of money,No
50147,smoke has a prerequisite of money,No
50148,smoke has a prerequisite of money,No
50149,smoke has a prerequisite of money,No
50150,smoke has a prerequisite of money,No
50151,smoke has a prerequisite of money,No
50152,buffet is usually used for opening door,No
50153,smoke has a prerequisite of money,No
50154,smoke has a prerequisite of money,No
50155,person is capable of look at king,No
50156,smoke has a prerequisite of money,No
50157,smoke has a prerequisite of money,No
50158,creature is usually located at hardware store,No
50159,smoke has a prerequisite of money,No
